294529	e	312271	246855	39894	2384	e	110440	200647	44161	e	117066	e	41532	31456	42073	22236	7833	54250	260146	275621	e	276351	e	316369	19437	238848	228152	e	243764	262982	e	50858	257131	278489	243233	25598	50398	77083	e	e	315592	235228	311044	260395	147357	131965	70174	e	41682	223182	88026	183648	e	e	311185	1429	47231	255316	275368	262298	232304	217996	122165	254466	245427	136424	e	291174	e	200772	e	109609	248238	6990	134914	255945	277174	e	114840	196410	256007	56936	283497	122763	88365	e	178557	112335	30179	25705	113411	159120	319194	e	230995	e	270194	206093	201511
146822	53642	228956	5108	309517	285926	158717	196159	52396	295906	103275	67426	38714	317664	64563	146107	278332	67597	e	235523	55038	234760	185413	36306	206608	149594	2855	222876	258728	142086	58592	285329	60411	147046	227009	83294	9859	94305	e	100386	135152	42522	181121	26404	177399	224626	e	231132	42453	e	119333	216624	88701	e	243382	209634	212808	35576	55591	110939	210474	103280	14754	e	32092	283997	209664	92415	240673	118072	97765	24421	54131	e	293301	168370	237717	142556	156663	242639	20693	238250	e	117198	e	e	165894	207727	165428	e	139195	244213	102134	85077	91316	125336	230931	79006	28849	e
36142	128604	e	63248	13142	36332	126065	289310	e	28971	136645	69570	144133	146330	e	105781	52450	53405	236378	62020	317808	217316	213194	314166	173127	185284	111665	102498	e	33000	14987	87729	76185	16743	209431	119503	104560	197827	e	e	277341	248254	244855	e	239412	88585	153574	203371	193622	206612	148816	152865	67822	65632	270870	113824	161976	3704	253764	e	148842	19473	89183	53265	125712	196340	304560	e	13366	23178	281986	e	28003	96240	120827	117013	175699	141387	e	74613	91949	19516	256606	e	16461	e	124319	213970	208470	e	85331	199846	182307	170314	178656	57345	215545	e	275639	110936
237270	e	217112	e	45093	223420	166184	367180	218521	e	170536	102147	30016	47101	57994	e	287463	e	e	62077	75722	107598	103205	303500	270408	66662	21598	41596	e	e	111276	127036	e	81671	252881	262454	297617	9461	e	e	e	217952	93782	150835	305232	113360	79434	5401	165987	173185	e	100527	289932	15324	207215	191368	e	285323	134590	89353	228729	283240	210029	e	e	e	110419	30902	153521	131317	123821	203894	240027	170356	311032	138418	92921	75848	229356	262752	102472	e	186939	204069	288611	38756	230334	255027	e	301251	210541	66135	18998	68052	181693	149187	40199	317934	301997	e
194549	136395	85593	210048	291745	34964	e	133770	174912	264782	58633	25442	e	205260	41929	8305	e	233315	207959	257782	157886	204062	140878	306983	278959	106709	52470	37965	175981	45177	175911	e	5269	144036	e	168565	282695	17432	172298	38768	133755	256195	6985	e	60518	22917	262890	51223	e	23972	63732	266184	e	257923	109493	195954	196246	44155	138140	e	e	58564	e	205367	283748	e	39160	156650	279795	16323	201530	56887	149557	173113	e	283442	237352	122673	e	69206	192872	9427	217401	255741	265925	e	e	294632	65972	38578	139687	106831	174157	34314	e	201668	110048	221450	16143	119452
86527	e	172400	9578	211435	45665	15691	392336	195072	e	e	202683	253443	244908	284173	55786	38001	14516	262776	176550	208406	256193	191113	233665	267733	172884	138555	318306	13373	183499	249735	178473	267888	56288	58256	251843	126668	e	56046	e	e	31393	311637	218456	30296	57481	57465	109980	139794	111930	e	9622	197399	e	e	146797	259616	21554	309311	306302	286072	251692	32887	42274	169350	117044	147249	80911	230870	e	180536	188259	251152	e	63886	297960	210650	304988	267303	130191	263526	e	17462	117638	269648	14537	e	187258	294882	275234	e	-227223	245892	149374	195654	198104	163825	67295	124779	188530
260757	307130	81606	35038	282430	285719	e	442039	238457	220913	e	73272	291889	1378	e	e	218956	224008	e	e	317795	30691	114358	117941	e	77105	312269	102327	e	42270	167790	170508	276889	111536	182847	271305	79055	148772	32639	49890	e	144785	1083	219739	255400	199601	100030	e	267958	193947	145801	e	119198	172132	16127	113665	277210	254467	e	3161	307375	159334	167530	204494	196373	204996	48988	302906	176633	92438	277888	174506	310516	294169	e	e	109666	307346	204613	e	180500	281126	12112	125815	199704	e	e	e	191109	267313	279321	89769	75005	e	e	e	e	200252	e	7307
230301	217147	195841	267892	200496	23934	283389	e	97515	40234	137015	131145	128614	e	118483	e	e	231989	218872	158717	e	182954	104646	89804	126157	301252	195938	18548	123006	261699	152789	79822	e	256872	31608	169970	61500	160397	183975	189023	88594	e	211348	142467	164489	192225	e	162470	247077	238828	232264	290548	e	85927	e	285087	23331	19210	114452	155239	37737	125869	196388	207867	125574	260267	150920	267296	969	312270	288290	e	108927	157206	11807	269506	75853	288212	e	279487	248884	172390	161420	82363	250608	60078	98673	148725	105398	e	189935	42775	137432	178567	32881	281182	174546	162145	164024	229325
57643	e	109605	302338	78019	17084	179208	311159	62684	198779	205736	177152	132705	6773	307501	77930	5020	e	12620	e	252273	109815	68482	8375	61777	82690	129990	221241	179415	231250	e	221572	203802	145582	148282	202467	52195	105087	e	303883	e	e	49801	126132	88367	82422	269129	99124	127206	133392	e	260300	70045	313371	233286	272776	242604	11778	255268	215941	1686	e	48401	45940	106755	e	309551	125749	273099	124846	178282	257994	133146	37333	212991	36520	29228	82417	e	100994	179164	254167	155311	297416	254664	268267	121209	269461	212608	273878	e	-99222	30341	126867	e	307672	288928	270005	318709	e
23398	265156	e	139083	57040	120814	292747	479248	192470	174834	2064	e	e	123737	36123	201166	131818	153384	e	e	258250	234201	242049	205804	228614	183953	231350	175786	235935	119606	284774	e	311901	307329	149588	296829	265328	193228	e	166706	303015	e	20006	e	157712	233282	115114	60487	184386	e	311583	127424	181514	50450	262075	71000	125419	126430	311204	220924	319326	284554	33686	189047	288831	28777	9119	e	265853	298802	259127	6908	95717	31559	165239	e	e	100080	63684	229992	157263	173752	52657	295484	142131	101543	211499	90382	177576	171206	e	36123	e	27131	e	9593	e	186451	251572	80738
279993	190596	267260	127540	216862	140522	e	284222	e	316828	287959	44336	142567	e	122948	70855	70258	26780	286545	197065	170941	137491	e	264987	8922	181012	51079	41164	185697	205183	152475	2056	209528	269202	194908	31429	144091	194942	251421	71005	34591	173280	e	1513	156740	294498	121120	271174	278507	45833	281775	218859	156568	15803	150452	34976	63501	90515	e	170829	150129	133275	e	300599	73355	232000	41735	288298	56255	285841	46034	83509	217482	290040	236656	139727	157255	e	177003	156294	278433	35970	296154	215363	3946	e	301865	e	e	243480	201252	194675	232948	318166	252962	170139	e	e	282237	15548
101442	183880	75504	257542	13668	267077	21212	404379	108823	44006	68399	101612	14351	e	171923	e	235227	94040	74727	311731	e	118599	286832	146547	e	146580	63458	313090	287711	e	253346	285181	298103	148203	64316	149350	186625	241734	e	100358	253020	265875	176323	262548	303828	e	100626	26868	105852	292118	317006	93216	e	136324	55256	131062	63869	92893	282443	276901	e	117453	209086	225172	94139	66312	94778	301460	36432	4567	37962	230501	278743	e	e	100423	105595	63867	302273	177948	174802	164138	312949	147563	172154	31837	86101	221110	e	84475	51721	147325	114723	e	875	84349	e	e	116546	205013
255394	e	30782	e	242452	301737	53679	301729	160644	120335	5890	e	295611	252150	71044	33669	204156	29578	318094	161597	198113	275519	121371	262505	179643	33249	86863	244588	22027	291318	42662	e	227073	228695	163679	256778	286399	230322	315271	219262	e	47620	66934	78219	305083	3640	e	79147	288423	e	181817	32518	8478	e	120330	255074	179024	e	51971	35264	40570	251101	235463	217224	229674	1992	131303	e	249736	172834	34860	87049	193555	182343	4066	138948	36157	94909	172521	11318	237740	229865	230982	306885	183853	53171	273986	103208	296489	100167	271638	238455	e	35967	297855	248190	259808	e	56522	225634
e	248644	107135	75411	217209	317880	282581	385194	168426	50300	259724	283558	71615	210292	159526	116034	226121	137919	181909	301879	35354	97385	149201	286829	254160	23783	251392	300546	e	146787	206353	123332	42948	140789	317890	123983	63698	203001	36622	47074	62570	210416	e	285524	19481	111252	48234	255826	150432	67777	255352	e	74484	126205	257895	279649	36631	287837	127980	e	234796	280727	151803	84864	e	e	51717	299085	e	e	205422	155899	185937	268409	174380	222828	208692	258232	28823	132565	169784	146812	181219	113417	29234	204747	80925	90248	27435	99824	70435	143581	294900	39939	173363	261422	92447	5698	155208	e
197577	77310	147776	52155	303274	244640	99537	26861	89161	264138	99132	114399	67808	94049	e	116371	64460	113209	195605	115786	200721	170211	204325	31289	e	245752	37925	127226	236953	39315	113749	e	138513	111636	e	265737	281346	238705	298303	101263	169009	194367	236815	e	90312	175411	300678	6743	e	319780	319180	214710	303588	81396	73565	20874	137802	103315	148015	21868	314099	48359	227949	269416	153361	187271	101925	e	204299	40187	23415	26256	249864	3286	209332	214444	95397	290877	121552	117124	279041	141121	e	e	66488	45125	15235	198233	8033	26861	317928	202501	108186	100298	252129	315638	314010	163285	285158	281889
89296	15783	24070	e	282176	214389	87290	162831	254854	24062	e	155637	23047	188530	255943	300504	103746	72746	251138	44007	293394	292333	111188	274731	e	157769	135742	13414	e	280250	119080	71654	215811	143080	213279	219378	6069	76919	e	81418	83731	199625	203731	148169	10363	83083	30979	178361	183824	116172	179509	e	103558	217049	207319	46572	16118	94302	40377	15587	54419	318405	453	e	62517	e	186184	22793	64924	126306	115172	e	49949	e	e	83101	67138	194290	115003	200761	307484	54450	118946	195064	230345	5286	151125	286088	e	e	241257	255943	e	252787	162888	141251	177202	306790	e	97186
153876	95145	76468	308762	207179	e	118632	378756	185485	290742	54153	268937	16366	61001	e	294274	43865	257148	151301	10870	6516	27452	119943	269777	290957	939	195370	257773	214412	e	78694	13003	142382	e	289718	67659	208460	157747	25748	e	e	272986	186694	e	22945	264730	309514	10706	e	38176	16602	133183	80162	285092	317839	e	e	119580	56878	79553	e	201109	81978	3089	124796	178958	268894	143535	e	280460	e	274025	125512	277634	280311	e	179710	278663	31490	49290	20354	40823	42097	205407	154821	e	150346	265690	e	278490	126895	30047	135704	107530	224244	143723	196922	303673	80994	292759
191065	167975	310649	e	20835	293828	29384	351126	7918	112749	155097	63821	27584	236297	213762	105742	170365	235797	33272	226062	79193	310205	6968	161217	147192	150269	7682	282223	233299	167252	183899	e	91659	90089	e	149974	213190	220481	97672	119875	290702	15120	47078	45908	154208	259234	e	226893	14152	e	6983	319425	242611	250003	189720	22979	194198	76510	e	e	168285	318678	179889	45031	280855	e	206994	134625	e	133137	79319	103622	282156	e	281521	3325	e	2574	85615	40456	287290	88140	225859	86900	135779	212272	e	294765	268471	46045	206807	213762	288231	e	315801	115549	275482	e	199980	312909
199181	105879	81826	103490	112812	128840	30487	e	44848	63717	185159	e	141289	134358	318823	299485	301707	268744	53102	125497	312439	36683	5557	e	e	77018	310474	e	46881	275431	90860	180904	e	216029	e	38953	226688	e	e	e	133389	e	191751	151173	180403	108741	e	142899	268273	242998	41713	71525	144929	130142	16645	168536	262451	61020	262873	24667	242785	e	287650	e	46736	280217	63665	33362	104668	125860	64995	164616	192360	146453	95028	257799	166945	270553	152854	e	e	86804	e	279179	51036	181317	234064	138582	68017	e	e	-61300	185647	e	e	310054	71174	162288	157276	190188
206251	313442	47980	306365	260545	44650	121166	429379	185960	21706	199498	164265	78393	225449	156779	233689	60670	73948	239183	135003	35930	25459	15365	281798	28061	280676	229644	313037	72774	247877	153610	135550	158797	314492	e	188767	5217	223385	291160	235165	e	244586	269962	210019	140829	308418	e	e	e	125778	e	164265	259694	e	230919	25711	73463	56538	e	e	170345	163443	192778	268588	51123	152233	1467	28555	155072	194133	302290	e	238220	264095	118155	142055	e	145697	270019	171387	67284	e	77650	11993	74506	206749	107173	260231	115963	279960	160082	160728	205984	90401	247184	271329	298622	180008	e	214108
136802	154691	e	197298	209351	295670	192730	377489	95856	e	e	277800	298290	e	48342	e	e	228941	308964	279132	123518	23408	30678	e	135534	85139	274447	261260	122685	295739	132987	11101	314505	271055	296059	144431	143264	294542	301927	135965	31113	e	262010	279725	290861	172524	56255	77398	117455	229490	302395	26657	28408	e	32663	211944	258912	13053	169820	149028	147338	241345	e	26647	224708	146481	265009	240816	224246	45747	8530	296210	247454	24679	e	260988	21366	164649	e	26895	10385	128759	35528	264113	280051	262674	162985	e	99320	63157	294071	48342	26621	234791	132376	18534	18952	99812	138217	23834
314478	120697	e	43582	e	296310	271890	417061	58482	83807	222741	41876	99180	113999	124242	44724	252270	204631	99514	144702	99678	e	275022	139268	180870	64526	308552	104982	275052	113240	214992	141334	35265	293299	177427	113038	162287	150089	e	175732	81275	e	174479	45155	9168	191131	75757	e	52862	268256	227639	13146	296361	118943	e	171059	e	206712	17978	239176	183989	70234	17657	e	35024	e	53198	215089	260799	144364	264446	148877	294146	156351	e	92242	225493	229592	185043	89711	25973	274278	158245	31105	94734	270599	143958	e	e	297772	289904	-92315	37148	294774	37137	279781	83539	77972	167302	99745
122569	91490	190720	2571	149284	133093	224606	282737	e	28578	23083	e	165686	189620	143950	72417	141081	e	55671	165682	e	274226	109458	300865	319921	78414	201798	10424	e	e	88875	268429	64444	247457	21122	214441	278281	106112	56513	e	179563	52807	173661	49677	244743	304162	308505	175247	173198	214825	302186	198404	e	190271	262347	e	250311	213731	108672	238070	279363	85898	70331	112788	312719	293676	78823	e	259527	255690	203172	47816	e	192427	26787	e	290393	29816	2202	56185	e	107918	e	55267	e	105975	60744	224030	e	119608	112876	-55596	306498	e	87141	182821	161460	118678	147219	52352
252825	10407	284669	125077	145214	40651	55556	371852	e	254699	262615	45137	21320	e	193158	3887	214101	149793	e	177378	e	48341	168615	278569	114913	287875	34202	e	211641	e	109798	141285	30052	51602	183689	234325	233381	e	54292	139674	168225	25748	5387	221536	126037	299736	133583	e	44907	118404	e	38210	253494	e	242949	2644	99665	93142	27470	286990	52796	e	250842	258633	e	152593	55171	1469	e	144034	316086	241256	e	e	92051	34467	198255	e	78337	312190	221732	e	48614	e	254841	103011	117315	258187	230103	242464	79062	-116501	193891	e	29991	288453	224839	268467	115579	234298
10462	101500	e	38472	196458	303232	208348	251867	e	50	e	213578	14507	139157	55178	161296	87955	47513	240816	26652	293154	e	93474	223017	251970	57106	60642	250275	174135	258516	195054	144953	243164	44666	73994	e	106727	99634	e	247974	207924	280859	175955	319881	96574	5243	e	204001	19249	187801	99658	183593	113778	e	158503	80517	232345	180832	239308	262174	285020	e	13277	e	e	50506	19685	67962	287614	291181	55416	119101	184032	38252	145337	131697	e	85872	88298	231109	180839	e	211495	41339	278444	299214	168677	158155	205219	251867	207343	180571	113170	264914	193774	102955	143138	172999	33601	47063
46484	27167	256907	314703	252169	285078	83096	254144	91327	228367	117911	47631	209087	301090	311408	48002	27270	211955	228209	202620	e	140001	124220	72395	235847	17231	e	17064	2818	310023	198643	191273	166002	e	83414	e	41701	221923	26562	76874	e	317952	301549	264256	18334	254346	e	208523	200342	45951	e	e	e	316528	65661	e	191860	26602	e	207021	73832	282448	249554	e	e	41691	e	e	e	12388	100822	e	242708	60625	266743	145573	251295	302321	e	127654	289826	153958	125476	112302	e	69800	160295	262110	29885	e	e	-42060	97642	176191	75506	62448	177817	114604	124455	211405
57671	29516	229255	135407	307551	38253	6943	337956	e	126786	57097	e	37638	284144	94040	e	268360	319879	82530	107891	178877	213890	244786	47936	279585	303902	e	e	229337	88383	16065	232116	52322	52810	287866	44256	76965	e	60858	185013	e	208604	e	287594	59442	261902	e	284018	109112	294468	e	245815	e	182305	201596	61214	241319	136298	e	253781	187121	e	33986	193864	33987	103007	89163	305524	88569	268172	24175	295734	94179	106893	92476	148900	162599	114784	209514	219887	168401	158337	218499	211034	282699	e	309213	e	283300	310361	186056	144772	111161	201001	48826	173074	233886	5078	226755	80466
308102	300930	212727	102041	e	202490	22504	524993	76999	319225	240589	146238	e	206607	225765	e	267254	e	141317	137120	e	246627	95332	20547	e	108896	16889	70578	e	132594	192845	e	e	269158	132354	82479	203817	250497	e	120228	262233	13826	179557	280733	206945	147305	134540	141577	156277	115447	227688	e	e	246777	168978	310742	202904	257136	136987	104827	14145	6774	210153	98263	e	e	14715	111344	139382	269508	317364	4582	211227	168387	255068	e	318620	e	86754	18639	126622	e	138779	67693	e	301590	132831	165434	86561	206462	139680	225765	e	190884	313437	294705	31760	e	299164	278453
289286	104084	194027	478	84620	255295	e	166934	65350	219754	280592	253695	23018	218008	248232	50357	190912	117502	310262	180095	15882	191017	e	275133	140274	292047	127131	30693	170172	228108	75148	250005	176556	102716	62820	71601	270537	304859	198901	81873	270797	23248	217868	e	55055	82383	22865	50750	e	289089	200707	181940	131484	51	307831	76601	281982	198901	175262	214150	316000	39578	319398	23691	34949	281559	221794	67236	121441	217393	167343	71295	39123	306016	80675	150736	115873	12419	275809	43652	279607	310727	139982	259270	e	270539	244883	111729	206091	81870	317363	-223529	15461	46840	8677	291930	52587	181941	5566	e
66194	313869	e	e	305139	297692	e	52402	24198	25673	145808	280054	25566	54546	203418	20619	176635	314395	59925	187928	36615	305853	e	33453	44998	44817	157017	e	183805	315486	125464	239131	213297	215819	e	23975	245946	228522	e	217988	37809	238287	126789	53109	e	5958	106301	144057	294394	29308	226393	212695	15382	127501	13444	84490	233000	204765	82671	51304	12073	e	275155	75045	6376	e	e	106706	183133	232058	37657	43028	130580	144916	280104	e	287728	e	253440	4102	301871	286153	289285	e	1179	56928	226359	317077	88656	e	51904	23830	296235	308694	305368	99248	e	19742	172955	15979
e	219956	34954	300934	31128	315334	59071	366929	36069	e	e	276451	64817	314391	57308	e	68004	101419	151343	88158	52718	86540	273731	195973	100382	232677	204878	281010	42894	e	77793	121407	96383	210407	79436	169262	101118	e	83055	23442	260288	e	35068	290611	299414	294170	284917	295952	145334	299560	e	68971	24099	273386	33230	4950	e	236035	283436	e	77810	e	e	95549	25247	170763	287823	e	269422	108118	253850	87617	205659	143705	245389	256066	93769	255637	88729	157619	e	294298	e	145190	e	243417	e	46994	223161	225193	21281	-29420	308080	109471	e	136133	268122	182921	45246	247222
143941	298903	260448	e	21533	134440	18032	376807	281273	7126	288510	e	e	265215	84456	37122	250835	e	90524	e	e	43124	193866	e	e	78361	218331	201967	e	149807	216329	280188	263126	275877	140715	136800	158799	305951	293569	16053	e	125421	186954	6409	2108	161038	65609	68869	160422	37127	5036	e	102644	71526	315025	e	228563	210447	268347	124562	223627	250304	78750	98268	294886	225323	111141	28837	24028	43285	164221	268148	e	61334	42829	151788	16638	33280	34088	141610	285711	298242	e	299861	190143	e	58288	119795	53930	110849	145447	53852	125464	313573	213579	215888	72883	188577	165561	52474
127411	108535	20128	55862	175985	e	211767	307310	e	281474	169156	8874	e	196186	281235	e	185349	155634	22391	226209	29982	83617	161566	206760	e	e	296311	274222	120126	231933	216457	207782	e	e	e	176411	e	254456	e	293022	297726	304269	273644	298404	94777	e	176349	57454	233307	197366	e	222019	e	195486	52049	7074	192209	224001	209188	165150	254280	181478	89998	294860	245881	6569	e	102793	162729	e	126895	91037	73924	142433	112180	287937	305114	193744	112147	275391	e	18130	317496	30707	180413	53375	171800	79915	276938	236518	45440	281235	213622	201659	244636	277575	e	297405	126532	170201
208525	201392	225691	184253	49939	226715	195077	397407	229910	286293	123067	110362	310307	214159	46236	e	233332	279048	284682	206372	47656	206224	192965	314581	311131	112973	109834	36246	112365	e	59848	167360	246537	105037	174340	6078	241343	42874	e	84666	256344	128101	254097	174841	164782	206652	79116	101394	170672	304644	e	185591	e	306532	135894	198244	285048	e	87620	e	198569	e	25499	295510	88232	205758	e	254429	e	e	183922	169666	77549	210823	259706	e	e	e	200635	136928	187906	59791	41873	221491	72553	261732	e	146427	e	105190	e	41075	63812	179211	199981	304421	317121	237583	150120	147612
226216	245919	196090	217969	291954	223106	39304	379679	43859	151134	e	75755	16797	155972	e	210164	e	20686	199696	e	e	132802	e	104629	125754	77481	11703	e	4425	254296	306003	47255	e	77119	77269	86933	173382	98262	e	11011	242440	305151	146963	119766	214810	e	195748	78072	21896	154385	105684	30727	273376	32131	24189	135998	206958	301341	80220	312249	e	245569	230989	173637	54719	114265	39790	e	27982	231323	72831	52441	169060	10534	53882	88330	132502	199339	49045	4075	219360	24322	119494	109447	309019	192671	307688	200507	79879	153370	90174	77145	85724	35005	136296	16884	260585	e	175982	77386
49922	136169	3922	32922	e	163068	161862	374548	68663	50725	141751	242553	304342	235677	119217	222296	56820	142267	35972	265133	137406	e	252303	68454	24930	76798	e	143034	281851	168146	247318	185300	97609	51592	168910	181734	118842	58142	24059	e	179250	308926	172917	181348	e	243874	e	85916	128106	310950	254098	129116	112355	308274	70385	176545	228135	74922	e	117495	181277	23562	145289	259010	123323	78726	222625	e	101484	313553	71103	e	318619	207667	281940	53851	29608	e	115037	e	141602	297407	82710	287036	210975	4284	154356	46728	61096	138111	167747	21811	e	46965	11024	223459	244725	154394	e	188410
61975	208944	221864	32200	247463	319126	140355	363438	8719	252402	279681	93651	194878	69266	231450	277798	178088	221205	48324	186206	91922	292470	e	104118	e	e	208025	253579	64180	e	178974	22249	18266	176182	32349	200423	104319	295415	179455	73512	273270	240153	145265	294271	285551	292543	53715	149208	78231	141554	90473	e	64355	276215	16829	42319	109614	155150	287920	20213	e	22176	130736	68697	224681	151254	3052	14688	39483	41105	137185	243609	317122	240618	157139	198116	99255	117695	17968	34642	20235	193383	e	52032	e	86734	224712	5672	59085	45419	8476	1519	53350	60980	49611	223069	93403	176076	252370	14976
83437	-75540	-28339	-117916	274395	186899	-120634	-318970	96250	3011	123651	-131487	243643	-121266	7389	77747	77330	52344	21006	225587	-42401	-265759	-153456	172707	87977	-164886	284025	174724	172631	73715	168359	213328	-54360	-60141	-41398	199770	145935	295707	101645	187127	136455	112600	7565	81473	240000	81839	108705	-133080	-248582	288534	-214154	292112	82289	-159672	204691	-193207	151541	-130757	e	112042	-36262	-100823	36031	-38083	4876	26167	264593	-104472	48733	66850	-27351	-32661	-30616	312945	-60577	6472	97161	88203	257355	64388	-99410	8728	-92812	-278722	114191	277400	60963	19305	170274	-178235	-9205	104001	-52632	172510	197554	e	e	-88017	133363	-30967
